Car_Brand,Car_Model,Year,Car_Condition,Mileage,Price
Skoda,Octavia,2009,Nigerian Used,78125,1564500
Toyota,Camry,2012,Foreign Used,156651,9672000
Ford,Edge,2008,Nigerian Used,261685,3120000
Hyundai,Santa Fe,2008,Foreign Used,279231,4725000
Honda,Odyssey,2006,Foreign Used,409198,4882500
Toyota,Tacoma,2011,Nigerian Used,265906,14700000
Hyundai,Elantra,2011,Nigerian Used,139877,3465000
Hyundai,Sonata,2016,Foreign Used,46247,13520000
BMW,450,2016,Nigerian Used,83886,13650000
Toyota,Matrix,2003,Nigerian Used,237016,2652000
Hyundai,Sonata,2016,Foreign Used,134939,13520000
Honda,Accord,2000,Nigerian Used,387210,2080000
Honda,Crosstour,2010,Nigerian Used,121048,4462500
Mercedes-Benz,GL 450 4MATIC,2007,Nigerian Used,196434,5720000
Toyota,Corolla,2007,Nigerian Used,252588,3640000
Honda,Accord,2001,Nigerian Used,180318,1248000
Mercedes-Benz,C 320,2002,Nigerian Used,185723,2205000
Nissan,Sentra,2002,Nigerian Used,456236,997500
Ford,Explorer,2003,Nigerian Used,242559,3150000
Toyota,Avalon,2007,Nigerian Used,234569,3078600
Toyota,Highlander,2020,Foreign Used,36858,49816000
Toyota,4-Runner,2011,Nigerian Used,151590,13520000
Toyota,Camry,2005,Nigerian Used,181554,3120000
Toyota,Sienna,2004,Nigerian Used,152606,3640000
Mazda,MPV,2003,Nigerian Used,367273,1890000
Toyota,Highlander,2022,Nigerian Used,10142,66150000
Toyota,Highlander,2004,Nigerian Used,220666,2625000
Toyota,Highlander,2001,Nigerian Used,207798,3622500
Honda,Accord,2006,Nigerian Used,146708,1680000
Mercedes-Benz,ML 350,2009,Nigerian Used,270829,9360000
Toyota,Sienna,2008,Nigerian Used,674023,4160000
Toyota,Yaris,2000,Nigerian Used,138969,2730000
Toyota,Camry,2013,Nigerian Used,171320,6825000
Mercedes-Benz,E 300,2017,Nigerian Used,135628,27825000
Toyota,Land Cruiser Prado,2013,Nigerian Used,146436,62400000
Ford,Expedition,2007,Nigerian Used,223245,4200000
Lexus,RX 350,2016,Nigerian Used,159166,37275000
Mercedes-Benz,GL 450,2008,Nigerian Used,200135,5200000
Mercedes-Benz,ML 350,2006,Nigerian Used,204400,3528000
Toyota,Venza,2011,Foreign Used,101113,12180000
Kia,Sportage,2006,Nigerian Used,308037,2625000
Lexus,ES 350,2007,Nigerian Used,152826,6032000
Mercedes-Benz,C 300,2009,Nigerian Used,305483,4158000
Peugeot,206,2006,Nigerian Used,965604,1768000
Toyota,Prius,2013,Nigerian Used,295349,4620000
Mercedes-Benz,S 550 4MATIC,2007,Foreign Used,191459,9450000
Ford,Explorer,2004,Nigerian Used,187403,1785000
Lexus,RX 450h,2019,Foreign Used,34327,37800000
Toyota,Highlander,2012,Nigerian Used,85721,9400000
Volkswagen,Passat,2009,Nigerian Used,419350,2467500
Hyundai,Sonata,2008,Foreign Used,266892,4200000
Nissan,Pathfinder,2006,Nigerian Used,254288,1680000
Toyota,Highlander,2010,Nigerian Used,127036,8840000
Lexus,RX 330,2004,Nigerian Used,158231,5145000
Mercedes-Benz,GLC 300,2018,Foreign Used,67307,28350000
Honda,CR-V,2019,Nigerian Used,43213,22880000
Hyundai,Santa Fe,2018,Nigerian Used,80601,11334750
Honda,CR-V,2007,Nigerian Used,196982,4368000
Honda,Accord,2006,Nigerian Used,182059,2080000
Honda,Accord,2005,Nigerian Used,248198,1575000
Lexus,RX 350,2009,Nigerian Used,174418,8112000
Jeep,Wrangler,2020,Foreign Used,20944,58800000
Toyota,Corolla,2016,Nigerian Used,210332,8008000
Mitsubishi,L200,2018,Nigerian Used,58990,9975000
Toyota,Highlander,2004,Nigerian Used,158936,4472000
Toyota,Highlander,2008,Foreign Used,148456,10920000
Mercedes-Benz,GL 450 4MATIC,2013,Nigerian Used,53819,26000000
Kia,Sorento,2003,Nigerian Used,133990,2100000
BMW,X5,2015,Foreign Used,145293,26000000
Honda,Accord,2005,Foreign Used,117172,2625000
Lexus,ES 330,2005,Nigerian Used,240332,3848000
Toyota,Corolla,2012,Nigerian Used,194551,4935000
Peugeot,406,2008,Nigerian Used,30000,2100000
Mercedes-Benz,C 300,2010,Nigerian Used,329663,5512000
Toyota,Venza XLE,2013,Foreign Used,55199,13650000
Lexus,GS 430,2001,Nigerian Used,345087,1890000
Mercedes-Benz,C 300,2010,Nigerian Used,145811,5250000
Honda,Accord,2003,Nigerian Used,156143,1365000
Lexus,RX 300,2002,Nigerian Used,376347,3432000
Mercedes-Benz,B 200,2009,Nigerian Used,208075,4095000
Toyota,Camry,2002,Nigerian Used,457924,1176000
Honda,Accord,2003,Nigerian Used,404383,1470000
Toyota,Camry,2008,Nigerian Used,207212,3990000
Toyota,Solara,2006,Nigerian Used,221741,1911000
Mercedes-Benz,GL 550 4MATIC,2015,Nigerian Used,18620,28080000
Mazda,CX-7,2007,Nigerian Used,150207,3045000
Toyota,Sienna,2004,Foreign Used,353950,6760000
Toyota,Sienna,2006,Foreign Used,128598,7488000
Toyota,Sienna,2004,Nigerian Used,148728,2310000
Honda,Accord,2019,Foreign Used,64035,36400000
Kia,Rio,2022,Nigerian Used,2408,23100000
Mercedes-Benz,C 300,2011,Nigerian Used,83670,4725000
Toyota,Highlander,2002,Nigerian Used,198227,3640000
Ford,F-150,2012,Nigerian Used,322495,9975000
Lexus,RX 350,2017,Nigerian Used,99209,26250000
Toyota,Hilux,2022,Nigerian Used,2007,70350000
Toyota,Camry,2017,Foreign Used,112470,11760000
Toyota,Highlander,2011,Nigerian Used,151183,9932000
Toyota,Picnic,2002,Nigerian Used,163759,3675000
Toyota,Corolla,2004,Nigerian Used,482800,2436000
Nissan,Altima,2010,Nigerian Used,40502,2047500
Peugeot,406,2000,Nigerian Used,341214,1890000
Mercedes-Benz,ML 350 4MATIC,2009,Nigerian Used,150004,8528000
Honda,City,2009,Nigerian Used,106610,2415000
Toyota,Corolla,2011,Nigerian Used,118865,5720000
Toyota,Matrix,2006,Foreign Used,48278,5500000
Lexus,RX 350,2007,Nigerian Used,196711,5208000
Ford,Edge,2012,Foreign Used,22160,9568000
Ford,Expedition,2008,Nigerian Used,91535,5250000
Volvo,XC90,2007,Nigerian Used,158981,4725000
Toyota,Avensis,2005,Nigerian Used,188973,2600000
Toyota,Camry,2010,Nigerian Used,349638,3150000
Honda,Accord,2005,Nigerian Used,206748,1470000
Land Rover,Range Rover,2014,Nigerian Used,167638,26025000
Mercedes-Benz,GL 450 4MATIC,2007,Nigerian Used,245215,5000000
Mitsubishi,Outlander,2006,Nigerian Used,102277,3150000
Lexus,IS 250,2012,Nigerian Used,328953,6300000
Hyundai,Ix35,2012,Nigerian Used,137936,3150000
Mercedes-Benz,ML 350 4MATIC,2006,Nigerian Used,14912,8320000
Nissan,Versa,2011,Foreign Used,82845,3360000
Toyota,Sienna,2002,Nigerian Used,339746,1911000
Honda,Accord,2016,Foreign Used,132339,12480000
Toyota,Tundra,2006,Nigerian Used,156854,4725000
BMW,X3,2006,Nigerian Used,327550,3990000
Lexus,IS 250,2010,Nigerian Used,323046,5250000
Chevrolet,Express,2008,Nigerian Used,303315,2625000
Honda,Pilot,2006,Nigerian Used,100145,3432000
Ford,Edge,2010,Nigerian Used,297039,2940000
Toyota,Venza,2014,Foreign Used,85704,15080000
Toyota,Highlander,2005,Nigerian Used,178165,4680000
Toyota,Camry,2004,Nigerian Used,210113,2231250
Honda,Accord,2018,Foreign Used,58919,26000000
Toyota,Camry,2006,Nigerian Used,456373,2730000
Peugeot,307,2008,Nigerian Used,117015,3675000
GMC,Terrain,2012,Nigerian Used,153752,4935000
Toyota,Hiace,2000,Nigerian Used,164163,4200000
Toyota,Highlander,2006,Nigerian Used,332677,3150000
Lexus,ES 300,2002,Nigerian Used,254504,3360000
Nissan,Rogue,2012,Foreign Used,102453,8925000
Mercedes-Benz,C 240,2003,Nigerian Used,217024,2625000
Honda,Pilot,2007,Nigerian Used,179595,2320500
Honda,Pilot,2004,Nigerian Used,293204,2288000
Toyota,Avensis,2000,Foreign Used,260302,3675000
Honda,Civic,2013,Foreign Used,158095,9030000
Toyota,Camry,2003,Nigerian Used,542242,2912000
Toyota,Avalon,2003,Nigerian Used,190379,1627500
Infiniti,FX35,2009,Nigerian Used,88796,4200000
Toyota,Corolla,2007,Nigerian Used,233080,2940000
Toyota,Camry,2005,Nigerian Used,170435,3640000
Honda,Accord,2006,Foreign Used,270671,3150000
Mercedes-Benz,E 350,2010,Nigerian Used,27220,8840000
Ford,Mondeo,2006,Nigerian Used,279474,2625000
Nissan,Pathfinder,2012,Foreign Used,150251,6300000
Toyota,Sienna,2004,Nigerian Used,816068,2940000
Acura,MDX,2002,Nigerian Used,145123,2310000
Nissan,Altima,2013,Nigerian Used,186768,4305000
Land Rover,Land Rover,2006,Nigerian Used,275628,6300000
Toyota,Sienna,2008,Nigerian Used,339458,4680000
BMW,X5,2011,Foreign Used,211090,11550000
Acura,MDX,2014,Foreign Used,123262,15225000
Toyota,Land Cruiser,2000,Nigerian Used,307907,4200000
Ford,Edge,2007,Nigerian Used,266321,2625000
Hyundai,Entourage,2007,Nigerian Used,127447,3150000
Toyota,Sienna XLE,2012,Foreign Used,138898,10531500
Toyota,Corolla,2003,Nigerian Used,253643,3744000
BMW,325i,2008,Nigerian Used,84456,5880000
Lexus,RX 350,2021,Foreign Used,33923,52000000
Toyota,Sienna,2004,Foreign Used,328973,4245150
Mercedes-Benz,A 180,2002,Nigerian Used,199952,1785000
Mercedes-Benz,C 300,2012,Nigerian Used,177071,11025000
Volkswagen,Passat,2010,Nigerian Used,271746,2625000
Toyota,Highlander,2005,Foreign Used,105707,5250000
Acura,MDX,2001,Nigerian Used,347394,2625000
Toyota,Sienna,2005,Nigerian Used,245929,3465000
Toyota,Sienna,2006,Nigerian Used,462202,2940000
Toyota,Corolla,2003,Nigerian Used,415233,2310000
Acura,MDX,2006,Nigerian Used,141963,3120000
Toyota,Corolla,2011,Nigerian Used,150032,4200000
Toyota,4-Runner,2004,Nigerian Used,376688,2257500
Toyota,Highlander Hybrid,2006,Nigerian Used,266987,3160500
Honda,Pilot,2009,Nigerian Used,144924,4680000
Acura,MDX,2002,Nigerian Used,240428,1995000
Pontiac,Vibe,2004,Nigerian Used,339371,2625000
Honda,Accord,2004,Nigerian Used,189452,1570000
Honda,Accord,2009,Nigerian Used,185261,3120000
Toyota,Highlander,2004,Nigerian Used,494712,4680000
GAC,GS4,2015,Nigerian Used,60647,12600000
Toyota,Vios,2005,Foreign Used,182034,5460000
Toyota,Tacoma,2004,Nigerian Used,128969,5250000
Infiniti,G35,2006,Nigerian Used,345406,2625000
Toyota,Matrix,2006,Nigerian Used,272603,3120000
Honda,Crosstour,2010,Nigerian Used,71708,4680000
Mercedes-Benz,C 300,2010,Nigerian Used,308964,4725000
Toyota,Matrix,2003,Nigerian Used,448696,3016000
Toyota,Avalon,2013,Nigerian Used,100638,9880000
Honda,Civic,2012,Nigerian Used,201303,3150000
Mercedes-Benz,ML 320,2000,Nigerian Used,169275,1512000
Lexus,RX 300,2000,Nigerian Used,127178,1890000
Toyota,Highlander,2003,Nigerian Used,163546,3339000
Chevrolet,Avalanche,2008,Nigerian Used,249264,5250000
Toyota,Corolla,2006,Nigerian Used,19960,3640000
Toyota,4-Runner,2004,Nigerian Used,398266,4160000
Honda,Pilot,2006,Nigerian Used,184994,2704000
Toyota,Corolla,2003,Nigerian Used,452569,1575000
Toyota,Camry,2000,Nigerian Used,177999,2080000
Lexus,LX 570,2010,Foreign Used,3674,48880000
Volvo,XC90,2008,Nigerian Used,275489,3360000
Lexus,NX 350,2023,Foreign Used,3955,86100000
Toyota,Highlander,2012,Nigerian Used,315144,9776000
Mercedes-Benz,ML 350,2010,Nigerian Used,250534,8840000
Toyota,4-Runner,2003,Nigerian Used,271086,2835000
Toyota,Hiace,2012,Foreign Used,292633,15750000
Toyota,RAV4,2010,Nigerian Used,143042,5250000
Mercedes-Benz,ML 350,2013,Foreign Used,8920,22880000
BMW,535i,2016,Foreign Used,197736,36750000
Mercedes-Benz,S 550,2008,Nigerian Used,148733,6300000
Land Rover,Range Rover Sport,2007,Nigerian Used,153312,3465000
Lexus,IS 250,2009,Foreign Used,152411,6825000
Acura,TL,2003,Nigerian Used,418938,1470000
Opel,Vectra,2005,Foreign Used,191425,4200000
Jeep,Wrangler,2010,Nigerian Used,82953,9450000
Honda,Pilot,2004,Nigerian Used,147681,2600000
Land Rover,Range Rover,2007,Nigerian Used,198183,7350000
GMC,Terrain,2010,Foreign Used,9390,8925000
Toyota,Matrix,2008,Foreign Used,180703,6240000
Toyota,Sienna LE,2005,Nigerian Used,323304,2940000
Mercedes-Benz,E 350,2006,Nigerian Used,187240,2163000
Mercedes-Benz,C 280,2001,Nigerian Used,150776,3045000
Lexus,LS 460,2012,Nigerian Used,165794,9240000
Mercedes-Benz,E 350,2007,Nigerian Used,282851,3640000
Kia,Rio,2014,Nigerian Used,91348,2625000
Dodge,Caravan,2005,Nigerian Used,232444,1785000
Toyota,RAV4,2008,Nigerian Used,170383,4992000
Hyundai,Sonata,2008,Nigerian Used,183489,1680000
Honda,Accord,2007,Nigerian Used,116150,1890000
Toyota,Venza XLE,2021,Foreign Used,15085,57200000
Toyota,Matrix,2005,Foreign Used,159646,4725000
Lexus,RX 330,2006,Nigerian Used,92013,6760000
Honda,Odyssey,2010,Nigerian Used,223383,4725000
Ford,Mustang,2016,Nigerian Used,119549,26250000
Toyota,Solara,2008,Nigerian Used,356892,3150000
Toyota,Matrix,2006,Nigerian Used,329382,3640000
Peugeot,406,2004,Nigerian Used,965604,1470000
Toyota,Camry,2002,Nigerian Used,247038,4160000
Toyota,Corolla,2006,Nigerian Used,299999,3952000
Hyundai,Azera,2011,Nigerian Used,229362,3150000
Toyota,Avalon,2006,Nigerian Used,260927,1785000
Land Rover,Rover Discovery,2004,Nigerian Used,135073,2940000
Toyota,Venza XLE,2013,Nigerian Used,204965,8715000
Toyota,Camry,2007,Nigerian Used,195423,3234000
Toyota,Corolla,2022,Nigerian Used,7068,17850000
Volkswagen,Passat,2010,Nigerian Used,154091,2100000
Mercedes-Benz,ML 350,2003,Nigerian Used,183490,3150000
Mercedes-Benz,E 350,2006,Nigerian Used,287261,4160000
Toyota,Hilux,2022,Nigerian Used,9434,47250000
Volvo,XC90,2008,Nigerian Used,175783,3848000
Toyota,Venza,2010,Nigerian Used,135826,10400000
Honda,Odyssey,2004,Nigerian Used,190587,1659000
Honda,Pilot,2007,Nigerian Used,110563,2625000
Nissan,Xterra,2006,Nigerian Used,230792,3150000
Mercedes-Benz,GL 450 4MATIC,2012,Nigerian Used,289509,9135000
Honda,Ridgeline,2006,Nigerian Used,301136,4160000
Toyota,Avalon,2011,Nigerian Used,144950,7350000
Ford,Edge,2007,Nigerian Used,162361,2100000
Nissan,Pathfinder,2002,Nigerian Used,172981,2080000
Kia,Sorento,2006,Nigerian Used,151839,5250000
Dodge,Caravan,2005,Foreign Used,121768,2425000
Toyota,RAV4,2010,Nigerian Used,87020,3990000
Kia,Sportage,2011,Foreign Used,177919,8400000
Kia,Rio,2019,Nigerian Used,52080,10500000
Hyundai,Azera,2013,Nigerian Used,183657,5565000
Toyota,Highlander,2004,Nigerian Used,253854,3360000
Lexus,GS 300,2005,Nigerian Used,234900,3360000
Toyota,Avalon,2012,Nigerian Used,147259,6825000
Honda,Accord,2013,Nigerian Used,126267,7280000
Toyota,Camry,2012,Nigerian Used,162313,7800000
Toyota,Highlander,2008,Nigerian Used,98741,7280000
Toyota,Highlander,2007,Nigerian Used,328590,4200000
Nissan,Sentra,2007,Nigerian Used,237247,1470000
Kia,Cerato,2012,Nigerian Used,32365,3150000
Lexus,RX 350,2009,Nigerian Used,174322,8112000
Toyota,Corolla,2003,Nigerian Used,249089,3328000
Mitsubishi,Outlander,2008,Nigerian Used,169028,1890000
Toyota,Camry,2010,Nigerian Used,88716,4680000
Volkswagen,Jetta,2008,Nigerian Used,132437,1680000
Honda,City,2012,Nigerian Used,151334,1995000
Toyota,Camry,2008,Foreign Used,147419,6760000
Mercedes-Benz,GLE 350,2017,Foreign Used,97763,30450000
Toyota,Sienna XLE,2004,Nigerian Used,399496,2520000
Toyota,Camry,2002,Nigerian Used,318235,2184000
Nissan,Armada,2006,Nigerian Used,234369,3570000
Lexus,RX 300,2000,Nigerian Used,234381,2415000
Chevrolet,Captiva,2011,Nigerian Used,38117,5250000
Lexus,GX 460,2004,Nigerian Used,325146,15600000
Lexus,ES 330,2003,Nigerian Used,109238,2772000
Hyundai,Sonata,2007,Nigerian Used,99632,1785000
Ford,Edge,2009,Nigerian Used,301566,3823300
Kia,Sorento,2014,Nigerian Used,118048,4725000
Lexus,RX 300,2001,Nigerian Used,380092,1890000
Toyota,RAV4,2008,Nigerian Used,192333,4888000
BMW,328i,2007,Nigerian Used,207226,3675000
Ford,Explorer,2012,Foreign Used,175910,9450000
Toyota,Highlander,2006,Nigerian Used,270457,3360000
Volkswagen,Golf,2005,Foreign Used,190425,1785000
Toyota,Corolla,2007,Nigerian Used,401184,2310000
Honda,Accord,2005,Nigerian Used,213188,1716000
Toyota,Highlander,2002,Nigerian Used,177523,2625000
Kia,Sportage,2021,Nigerian Used,23543,22890000
Volkswagen,Jetta,2015,Nigerian Used,118137,5775000
Toyota,Sienna,2011,Nigerian Used,103095,6090000
Nissan,Versa,2007,Nigerian Used,206693,3675000
Nissan,Almera,2019,Nigerian Used,6563,4725000
Opel,Astra,2000,Nigerian Used,264701,840000
Mercedes-Benz,Vaneo,2003,Nigerian Used,196075,2415000
Honda,CR-V,2019,Nigerian Used,37138,15750000
Toyota,Camry,2015,Foreign Used,277524,8400000
Mercedes-Benz,C 350,2008,Nigerian Used,292625,5720000
Toyota,Camry,2010,Nigerian Used,189210,4680000
Honda,Accord,2003,Nigerian Used,432869,1976000
Pontiac,Torrent,2008,Foreign Used,341667,8190000
Toyota,Camry,2009,Foreign Used,342374,6968000
Honda,Accord,2007,Nigerian Used,109662,2600000
Toyota,Corolla,2009,Nigerian Used,183966,4410000
Nissan,Xterra,2005,Nigerian Used,175831,3675000
Peugeot,406,2004,Nigerian Used,109211,1890000
Toyota,Corolla,2006,Nigerian Used,187011,2730000
Honda,Accord,2004,Nigerian Used,237217,1470000
Volkswagen,Passat,2012,Foreign Used,195563,7245000
Changan,CS35,2023,Nigerian Used,12732,24675000
Ford,Edge,2009,Nigerian Used,247910,3120000
Dodge,Avenger,2012,Nigerian Used,237827,3990000
Toyota,Corolla,2020,Foreign Used,28049,26775000
Toyota,RAV4,2001,Nigerian Used,147356,2205000
Toyota,Corolla,2006,Nigerian Used,401654,2940000
Hyundai,Sonata,2016,Foreign Used,184808,11960000
Volkswagen,Passat,2012,Nigerian Used,246312,5200000
Toyota,Camry,2018,Foreign Used,54733,23920000
Honda,Accord,2008,Nigerian Used,221136,2730000
Honda,Accord,2013,Foreign Used,277250,8925000
Toyota,4-Runner,2001,Nigerian Used,270604,2625000
Toyota,Avalon,2008,Nigerian Used,137415,2835000
Lexus,LX 570,2008,Nigerian Used,70464,36750000
Honda,Accord,2017,Foreign Used,80784,15600000
Ford,Mustang,2014,Foreign Used,105059,17325000
Toyota,Sienna,2000,Nigerian Used,315240,2288000
Toyota,Matrix,2009,Foreign Used,113132,6552000
Honda,Pilot,2006,Nigerian Used,122473,2704000
Toyota,Sienna,2004,Foreign Used,266096,6760000
Mitsubishi,L200,2016,Nigerian Used,73892,6825000
Toyota,Highlander,2013,Nigerian Used,115243,13520000
Ford,Edge,2011,Nigerian Used,151195,4284000
Nissan,Altima,2003,Nigerian Used,329763,1575000
Toyota,Camry,2004,Nigerian Used,256321,2600000
Mazda,6,2004,Foreign Used,262552,3570000
Peugeot,Partner,2006,Nigerian Used,203055,2625000
Nissan,Rogue,2010,Foreign Used,323054,5775000
Toyota,Corolla,2005,Nigerian Used,200758,3328000
Mercedes-Benz,E 350,2012,Nigerian Used,375734,6783000
Toyota,Matrix,2003,Nigerian Used,127216,2704000
Honda,Pilot,2010,Nigerian Used,251277,5720000
Toyota,Highlander,2003,Nigerian Used,218987,2940000
Lexus,ES 330,2005,Nigerian Used,323755,2982000
Land Rover,Range Rover Sport,2008,Nigerian Used,85568,5250000
Toyota,Corolla,2016,Nigerian Used,132396,11440000
Lexus,RX 330,2006,Nigerian Used,325332,5720000
Lexus,ES 350,2014,Nigerian Used,100163,15600000
Hyundai,Veloster,2012,Nigerian Used,149781,3885000
Toyota,Camry,2007,Nigerian Used,145921,3234000
Toyota,Camry,2001,Nigerian Used,185816,945000
Honda,Accord,2009,Nigerian Used,127877,2436000
Toyota,Camry,2011,Nigerian Used,252340,6240000
Hyundai,Ix35,2013,Nigerian Used,81434,5200000
Hyundai,Veracruz,2008,Nigerian Used,100035,5250000
Nissan,X-Trail,2012,Nigerian Used,158761,4725000
Toyota,Matrix,2004,Nigerian Used,124531,2310000
Honda,CR-V,2002,Nigerian Used,199230,1260000
BMW,318i,2006,Nigerian Used,51696,2625000
Toyota,Camry,2004,Nigerian Used,112262,2808000
Honda,Accord,2007,Nigerian Used,346733,2808000
Mercedes-Benz,C 300,2011,Nigerian Used,120956,4908750
Honda,Civic,2007,Nigerian Used,221229,2600000
Peugeot,206,2003,Foreign Used,128330,2730000
Kia,Rio,2014,Nigerian Used,180326,2625000
Dodge,Dart,2013,Foreign Used,239619,6300000
Acura,MDX,2008,Nigerian Used,96761,3885000
Toyota,Camry,2009,Nigerian Used,172385,5200000
Toyota,Camry,2016,Foreign Used,131508,11550000
Toyota,Camry,2016,Nigerian Used,171035,9152000
Toyota,Highlander,2002,Nigerian Used,249341,3360000
Nissan,Micra,2000,Foreign Used,119718,3045000
Ford,Mondeo,2005,Nigerian Used,209081,2100000
Toyota,Camry,2004,Nigerian Used,237266,3328000
Infiniti,G35,2007,Nigerian Used,146948,3360000
Land Rover,Range Rover,2013,Foreign Used,104595,20475000
Toyota,Highlander,2005,Nigerian Used,144523,4160000
Mitsubishi,Spacestar,2003,Nigerian Used,167600,1260000
Peugeot,206,2004,Nigerian Used,191290,2310000
Hyundai,Ix35,2014,Nigerian Used,133171,5670000
Nissan,Altima,2014,Nigerian Used,114855,4305000
Peugeot,406,2000,Nigerian Used,284634,1260000
Lexus,IS 250,2008,Foreign Used,310847,3150000
Toyota,Sienna,2009,Nigerian Used,168894,4888000
Volkswagen,Jetta,2012,Nigerian Used,102668,2835000
BMW,528i,2008,Nigerian Used,365175,3465000
Lexus,ES 350,2008,Nigerian Used,82580,5616000
Honda,Accord,2007,Nigerian Used,221248,1874250
Honda,Accord,2007,Nigerian Used,154202,2392000
Toyota,4-Runner,2003,Nigerian Used,230342,2588250
Hyundai,Santa Fe,2007,Nigerian Used,291245,2625000
Land Rover,Range Rover,2010,Nigerian Used,149171,8400000
Mazda,CX-7,2008,Foreign Used,204115,3990000
Toyota,Highlander,2004,Nigerian Used,144394,5408000
Toyota,Avalon,2013,Nigerian Used,135514,10400000
Toyota,Sienna LE,2011,Nigerian Used,86091,6447000
Toyota,Camry,2003,Nigerian Used,181259,2600000
Toyota,Highlander Limited,2008,Foreign Used,241297,9450000
Mercedes-Benz,GL 450,2008,Nigerian Used,2422,5040000
Toyota,Corolla,2005,Nigerian Used,174920,3536000
Infiniti,QX56,2008,Nigerian Used,136133,2415000
Subaru,Tribeca,2006,Nigerian Used,188559,3780000
Mercedes-Benz,CLK,2006,Nigerian Used,256490,3150000
Toyota,RAV4,2013,Nigerian Used,161852,10185000
Hyundai,Sonata,2011,Foreign Used,253008,9360000
Toyota,Sienna,2011,Nigerian Used,79654,8632000
Toyota,Camry,2006,Nigerian Used,342013,4160000
Toyota,Sienna,2005,Nigerian Used,193444,3255000
Lexus,RX 300,2003,Foreign Used,166045,5512000
Toyota,Matrix,2003,Nigerian Used,110883,2600000
Lexus,RX 350,2014,Foreign Used,85774,18720000
Toyota,Sienna,2004,Nigerian Used,122898,3640000
Kia,Sportage,2012,Nigerian Used,189355,5250000
Toyota,Corolla,2003,Nigerian Used,482800,2625000
Toyota,Sienna,2008,Nigerian Used,404525,4368000
Lexus,RX 330,2006,Nigerian Used,48619,6760000
Honda,Pilot,2004,Nigerian Used,281494,1680000
Toyota,Avensis,2006,Nigerian Used,120225,1785000
Toyota,Camry,2012,Nigerian Used,112411,6760000
Toyota,Camry,2007,Nigerian Used,232993,3465000
Mitsubishi,Outlander,2009,Nigerian Used,176830,2100000
Skoda,Superb,2007,Nigerian Used,259230,2100000
Mercedes-Benz,CLA 250,2014,Nigerian Used,159680,10400000
Nissan,Juke,2015,Foreign Used,130179,11550000
Toyota,Corolla,2009,Nigerian Used,136496,4888000
Toyota,Sienna,2005,Nigerian Used,170218,3640000
Honda,Pilot,2003,Nigerian Used,341296,2047500
Mitsubishi,Pajero,2011,Nigerian Used,132394,3255000
Mercedes-Benz,ML 350 4MATIC,2011,Nigerian Used,87961,8736000
Mercedes-Benz,GL 450,2007,Nigerian Used,265032,3360000
Ford,Escape,2018,Nigerian Used,130808,5460000
Lexus,IS 250,2008,Foreign Used,130932,6352500
Suzuki,XL-7,2007,Foreign Used,186782,5250000
Ford,F-150,2012,Nigerian Used,100118,9975000
Acura,MDX,2003,Nigerian Used,220690,1732500
Lexus,GX 470,2006,Nigerian Used,165980,5775000
Mazda,CX-7,2007,Nigerian Used,141490,3150000
Toyota,Camry,2003,Nigerian Used,743767,1995000
Lexus,RX 350,2021,Foreign Used,15996,47840000
Honda,Accord,2011,Nigerian Used,123007,4992000
Toyota,Venza,2010,Foreign Used,159406,13520000
Toyota,Highlander,2017,Foreign Used,42867,31304000
Volkswagen,Jetta,2015,Nigerian Used,126239,4725000
Toyota,Corolla,2008,Nigerian Used,100272,3255000
Lexus,GX 470,2004,Nigerian Used,139658,5408000
Toyota,Camry,2007,Foreign Used,157896,6760000
Ford,Fusion,2016,Foreign Used,98675,8400000
Toyota,Venza,2013,Foreign Used,126257,11340000
Toyota,RAV4,2005,Nigerian Used,95209,2808000
Toyota,Avensis,2003,Nigerian Used,203053,2730000
BMW,X6,2009,Nigerian Used,93743,9712500
Kia,Rio,2003,Nigerian Used,240800,1050000
Jeep,Wrangler,2017,Nigerian Used,59206,30975000
Toyota,4-Runner,2013,Foreign Used,95471,22880000
Honda,Accord,2005,Nigerian Used,166006,1768000
Toyota,Hilux,2007,Nigerian Used,175052,7800000
Chevrolet,Epica,2007,Nigerian Used,151987,2467500
Ford,Edge,2011,Nigerian Used,275295,3675000
Peugeot,206,2004,Foreign Used,91223,2835000
Ford,Focus,2014,Foreign Used,112834,4515000
Toyota,Highlander,2013,Foreign Used,227842,11550000
Toyota,Camry,2005,Nigerian Used,389616,2415000
Kia,Sportage,2009,Nigerian Used,123046,2331000
Land Rover,Range Rover,2008,Foreign Used,158413,6930000
Hyundai,Sonata,2009,Nigerian Used,124912,3885000
Nissan,Almera,2002,Nigerian Used,271997,1260000
Toyota,Sienna,2007,Nigerian Used,346128,4472000
Honda,Civic,2005,Nigerian Used,301529,1680000
Lexus,ES 350,2013,Foreign Used,97721,13440000
Honda,Accord,2003,Nigerian Used,389980,2184000
Toyota,Matrix,2009,Nigerian Used,115997,3150000
Mitsubishi,Pajero,2001,Nigerian Used,186109,6300000
Toyota,Highlander,2012,Foreign Used,242147,12915000
Mercedes-Benz,GLK 350,2011,Foreign Used,308964,12584000
Mercedes-Benz,GL 450,2007,Nigerian Used,100335,3509625
Land Rover,Range Rover Evoque,2014,Nigerian Used,80077,9975000
Hyundai,Santa Fe,2005,Nigerian Used,261883,1575000
Ford,Edge,2014,Foreign Used,142082,12272000
Mercedes-Benz,E 350,2005,Nigerian Used,81823,3255000
